,TimeSpent_minutes,Age_Range,humidity(%),Hour,TotalSpent_RM,Basket_colour,Pants_Colour,windspeed(km/h),Shirt_Colour,Day,temperature(Celcius),Body_Size,Dryer_No,Washer_No,Race
535,25,43,94.0,23,10,9,2,4.0,7,5,24.0,0,9,5,1
3557,13,59,85.0,18,20,6,2,5.0,2,1,26.0,1,7,6,0
2663,57,59,83.0,8,17,5,10,5.0,7,1,27.0,2,7,6,1
154,57,48,86.0,9,10,3,3,4.0,0,6,26.0,0,9,6,0
3241,36,22,88.0,21,11,9,7,5.0,4,5,26.0,2,9,4,3
3427,41,56,85.0,4,20,10,7,5.0,5,1,26.0,2,7,4,2
3149,51,52,84.0,14,9,5,1,4.0,10,6,27.0,2,8,6,0
2952,44,33,66.0,15,9,8,8,14.0,8,7,29.0,2,10,4,2
3752,11,19,86.0,3,7,1,9,8.0,1,3,27.0,2,7,4,2
322,12,53,86.0,12,12,6,2,4.0,6,6,26.0,1,9,4,2
1710,58,22,80.0,11,8,0,0,7.0,6,5,27.0,0,8,6,2
14,23,55,75.0,10,11,0,10,9.0,8,2,27.0,1,8,3,0
3330,27,54,90.0,12,13,5,10,4.0,7,4,26.0,2,8,5,1
1798,23,29,85.0,3,20,0,3,5.0,2,7,28.0,0,9,3,1
3756,22,18,88.0,19,16,0,3,5.0,2,7,26.0,0,9,4,1
82,45,45,74.0,14,19,2,8,8.0,0,3,27.0,0,9,3,1
2560,25,42,90.0,1,17,3,10,5.0,1,6,26.0,0,8,3,0
1943,31,42,87.0,15,12,1,11,7.0,3,1,26.0,0,10,5,0
1988,16,26,90.0,13,21,10,8,4.0,2,1,26.0,0,10,4,1
2672,58,27,81.0,15,21,8,5,6.0,7,4,27.0,0,9,5,1
1383,17,38,92.0,23,7,4,9,3.0,3,6,26.0,1,7,5,0
1574,25,47,77.0,23,11,6,0,6.0,3,4,27.0,0,9,3,0
2977,47,33,78.0,17,14,7,6,6.0,0,3,27.0,1,10,3,3
3590,29,55,84.0,5,20,8,6,4.0,0,6,26.0,0,10,3,2
2058,23,52,78.0,20,15,10,10,6.0,2,3,26.0,2,10,4,3
3834,35,27,94.0,11,13,6,8,5.0,0,7,26.0,0,8,5,0
1494,11,59,76.0,1,18,3,1,6.0,6,7,26.0,2,10,4,3
831,21,22,93.0,13,16,9,5,3.0,4,3,24.0,1,7,4,0
2080,33,33,88.0,13,8,4,9,7.0,0,4,26.0,1,10,5,1
1174,29,36,85.0,17,13,4,7,4.0,1,7,27.0,1,7,3,1
413,60,44,92.0,22,13,1,2,4.0,9,2,26.0,1,8,4,2
2628,21,30,75.0,15,11,3,0,7.0,1,4,26.0,0,7,4,0
1817,32,37,89.0,5,18,6,4,5.0,4,7,26.0,0,8,6,0
165,17,53,83.0,12,10,1,10,6.0,2,6,27.0,0,7,6,1
3425,19,20,90.0,20,17,0,6,4.0,5,1,25.0,1,9,5,1
3889,59,43,80.0,1,17,1,1,7.0,4,5,28.0,1,10,6,2
614,19,52,88.0,14,19,6,11,5.0,2,6,26.0,1,7,4,1
3093,23,28,73.0,5,21,4,3,10.0,0,6,28.0,0,9,4,0
1014,16,23,87.0,14,15,0,0,4.0,10,7,26.0,0,8,4,2
2137,54,37,67.0,20,18,1,1,14.0,8,7,29.0,0,7,5,1
3666,30,44,86.0,4,13,9,1,5.0,7,1,27.0,0,9,4,3
3653,22,51,69.0,3,19,5,4,6.0,3,3,28.0,1,7,4,3
2649,60,49,94.0,8,7,10,1,8.0,8,4,25.0,0,7,5,1
1237,26,51,88.0,7,19,6,1,5.0,2,3,26.0,1,10,5,0
2181,47,57,87.0,21,8,2,1,6.0,3,7,26.0,1,8,6,1
555,16,46,88.0,1,7,10,6,5.0,2,6,26.0,0,9,5,1
3079,11,49,89.0,22,14,10,1,5.0,2,1,26.0,1,10,5,1
3515,28,53,88.0,13,11,1,1,4.0,7,4,25.0,0,7,3,1
2368,29,59,85.0,1,13,2,6,5.0,10,1,26.0,2,9,3,2
3742,23,50,86.0,1,10,6,11,4.0,8,3,27.0,2,8,3,2
1211,13,48,82.0,14,17,6,4,6.0,2,7,27.0,1,7,3,0
3707,12,31,87.0,4,9,7,3,4.0,7,7,27.0,0,9,6,1
634,57,39,88.0,19,16,6,10,4.0,6,6,26.0,2,7,4,2
2600,17,55,86.0,14,15,0,6,6.0,1,7,27.0,2,7,6,3
3376,45,20,86.0,13,13,5,2,5.0,9,1,27.0,0,9,3,0
1055,12,31,76.0,13,18,3,7,8.0,4,7,27.0,2,10,3,3
2340,11,52,81.0,14,18,1,11,5.0,0,3,27.0,1,7,3,0
1708,58,44,85.0,6,12,8,0,5.0,1,1,26.0,0,10,6,2
796,21,44,75.0,17,14,2,2,10.0,6,6,28.0,1,7,6,0
2990,18,53,85.0,13,21,10,2,6.0,6,5,26.0,1,8,6,3
3312,47,38,90.0,23,15,7,1,4.0,1,1,25.0,0,9,4,1
3697,32,48,87.0,3,11,4,0,4.0,4,7,27.0,2,9,3,2
174,37,39,86.0,14,18,2,2,4.0,0,6,26.0,1,9,3,1
2814,11,31,84.0,22,13,7,2,5.0,2,7,27.0,0,8,3,3
245,44,33,74.0,19,11,4,10,6.0,10,3,25.0,2,7,3,1
1080,12,20,86.0,9,9,7,4,4.0,5,3,27.0,1,8,4,0
1654,41,38,85.0,2,17,9,2,9.0,2,3,27.0,1,10,5,2
3934,57,19,92.0,7,21,8,3,3.0,7,6,26.0,2,10,5,0
144,19,42,79.0,22,17,1,8,7.0,1,5,27.0,0,9,5,1
145,43,42,77.0,23,14,5,2,7.0,1,5,27.0,2,7,3,1
90,50,34,74.0,21,13,1,0,8.0,5,3,27.0,1,9,5,1
682,58,34,90.0,3,21,6,0,5.0,6,7,26.0,1,9,6,1
310,54,37,86.0,7,13,6,2,4.0,6,6,26.0,0,9,4,0
93,55,33,75.0,9,21,6,2,6.0,1,4,27.0,2,7,5,0
3517,35,32,90.0,0,9,4,8,4.0,1,1,25.0,0,7,5,2
1956,17,40,74.0,2,11,10,0,6.0,4,5,27.0,0,10,3,0
924,52,30,90.0,14,15,0,11,4.0,3,4,26.0,1,7,4,0
3649,16,20,86.0,16,13,2,8,4.0,9,1,26.0,2,9,4,0
1909,34,27,83.0,2,14,2,7,6.0,6,1,27.0,0,10,6,1
1035,36,30,85.0,22,13,5,6,5.0,9,1,26.0,2,7,6,0
1400,33,28,86.0,9,19,2,8,4.0,1,6,26.0,0,9,3,3
2291,19,30,87.0,19,7,9,1,4.0,7,7,26.0,1,8,5,0
1500,21,36,77.0,23,18,8,11,6.0,2,3,26.0,2,8,5,3
3159,51,28,81.0,9,16,8,9,6.0,3,4,27.0,1,9,3,1
2262,32,52,81.0,22,20,9,1,4.0,7,2,27.0,0,10,4,3
1468,57,30,75.0,4,8,10,3,7.0,7,3,26.0,1,7,4,3
3245,22,44,84.0,7,14,6,5,7.0,6,2,27.0,2,7,5,0
998,59,54,80.0,10,10,7,4,6.0,8,4,26.0,0,7,4,2
853,39,28,85.0,19,17,4,10,4.0,7,6,27.0,2,10,3,3
2473,42,46,76.0,0,20,4,7,6.0,0,3,27.0,2,9,3,0
2204,45,44,78.0,12,8,8,2,5.0,7,2,27.0,0,10,3,1
1142,54,52,67.0,20,9,6,6,6.0,0,3,28.0,2,9,3,0
1143,48,45,87.0,18,17,0,9,5.0,6,7,26.0,2,10,5,2
2274,41,37,73.0,19,17,6,4,6.0,5,3,27.0,0,9,5,3
2944,57,59,81.0,19,19,0,1,8.0,10,3,27.0,1,9,6,2
2048,58,54,90.0,13,12,4,2,4.0,9,1,26.0,2,7,4,1
401,55,45,92.0,11,20,3,6,4.0,6,2,26.0,2,10,4,2
1103,45,39,85.0,8,16,2,3,5.0,4,5,26.0,1,7,5,0
84,14,53,74.0,16,12,6,5,8.0,1,3,27.0,1,9,4,1
2210,36,26,78.0,1,7,5,4,6.0,4,3,26.0,2,9,6,1
3838,39,22,86.0,7,21,4,6,4.0,3,3,27.0,0,7,6,2
114,60,39,79.0,1,8,6,2,7.0,10,5,27.0,2,10,3,2
2718,60,20,94.0,8,13,4,2,8.0,0,4,25.0,2,8,6,3
3222,23,22,80.0,19,21,3,2,7.0,6,5,28.0,0,10,3,2
3468,50,58,83.0,21,21,8,1,5.0,9,6,26.0,1,7,6,1
3452,28,25,74.0,3,7,6,5,7.0,1,6,28.0,0,9,4,0
1585,41,59,83.0,5,8,3,5,4.0,2,6,26.0,0,9,5,1
3440,30,39,87.0,7,15,8,8,4.0,3,7,27.0,1,9,6,1
1567,53,49,90.0,22,7,3,3,4.0,10,4,26.0,0,8,4,1
2937,57,32,84.0,4,7,10,5,6.0,2,2,27.0,2,7,6,0
1501,24,52,88.0,13,14,6,1,4.0,7,7,25.0,2,9,5,2
1660,40,32,74.0,17,17,5,5,6.0,9,5,27.0,2,8,5,3
1556,13,42,79.0,3,7,4,1,5.0,5,3,28.0,1,9,4,2
2007,27,26,87.0,21,14,7,1,5.0,9,7,26.0,2,8,5,0
625,46,53,88.0,15,8,6,1,5.0,8,6,26.0,1,10,5,2
1885,25,40,84.0,23,17,1,0,10.0,10,2,27.0,0,10,5,1
3946,44,34,85.0,11,11,9,2,5.0,9,1,26.0,0,8,6,3
1866,46,53,91.0,11,14,0,1,4.0,3,3,25.0,0,7,3,0
952,26,34,88.0,6,12,5,5,6.0,2,7,26.0,1,10,4,1
2855,38,29,74.0,4,17,7,7,8.0,1,2,28.0,0,10,3,3
2306,35,50,85.0,12,20,4,9,9.0,6,3,27.0,2,9,6,0
624,11,55,88.0,14,19,0,4,5.0,6,6,26.0,1,8,3,2
2874,22,34,76.0,12,15,4,2,6.0,9,3,27.0,1,10,4,0
234,30,44,73.0,17,10,1,6,6.0,6,3,25.0,2,9,6,0
2183,53,20,88.0,13,15,9,2,5.0,0,5,26.0,1,7,5,1
2664,34,60,86.0,23,12,9,0,5.0,4,3,27.0,0,9,5,2
3267,48,37,89.0,15,9,7,3,5.0,2,1,25.0,2,9,4,1
2884,38,26,86.0,23,16,2,0,5.0,5,3,27.0,1,7,3,3
2890,22,41,85.0,19,17,2,11,6.0,1,4,26.0,1,10,5,2
2034,21,44,84.0,21,17,2,6,4.0,1,3,27.0,1,10,6,3
3007,39,27,83.0,10,10,6,3,10.0,5,2,27.0,1,9,6,0
1826,24,55,88.0,8,20,0,6,4.0,1,6,26.0,0,9,3,2
3786,46,31,90.0,10,12,8,8,4.0,2,4,26.0,2,10,4,3
2640,53,44,91.0,11,10,10,8,6.0,6,4,26.0,1,8,5,1
1314,57,38,84.0,12,11,9,3,6.0,10,1,26.0,0,8,6,2
1525,53,37,85.0,15,17,7,11,6.0,2,7,25.0,0,9,4,3
1562,20,46,90.0,14,13,3,10,4.0,4,4,25.0,1,10,5,3
3339,40,40,86.0,15,14,7,6,4.0,0,6,26.0,1,10,4,2
1752,32,51,80.0,22,16,10,7,5.0,4,2,27.0,2,7,4,0
1605,29,53,85.0,5,15,3,9,4.0,5,1,26.0,2,10,6,1
343,29,45,91.0,10,14,0,2,4.0,10,7,25.0,1,9,4,1
3951,53,33,78.0,3,21,6,7,5.0,2,3,27.0,0,8,6,2
3525,25,56,84.0,15,8,4,11,4.0,3,6,27.0,2,9,3,0
2341,30,51,89.0,22,18,1,3,4.0,2,5,26.0,1,8,3,1
2412,25,29,82.0,20,19,0,2,5.0,1,7,27.0,0,8,4,3
2226,35,36,86.0,23,17,2,0,7.0,3,3,26.0,1,7,4,0
2707,34,18,86.0,17,8,2,2,7.0,7,2,26.0,1,9,3,1
996,52,27,85.0,6,21,10,1,4.0,4,2,26.0,2,8,5,1
2062,40,58,88.0,19,7,4,6,5.0,8,4,26.0,2,7,6,1
1110,32,42,89.0,19,20,4,3,6.0,3,2,25.0,0,7,4,0
3442,51,49,82.0,10,13,8,9,6.0,1,7,28.0,0,8,6,3
2213,41,42,90.0,12,13,10,7,3.0,1,2,26.0,1,10,3,3
3203,21,48,82.0,15,20,5,2,6.0,5,7,27.0,0,9,5,3
1359,22,28,85.0,18,12,8,7,4.0,5,6,27.0,1,7,5,1
2107,34,36,88.0,10,7,6,6,5.0,1,4,26.0,1,7,3,2
709,31,36,90.0,4,17,6,1,5.0,8,7,26.0,2,8,5,2
1878,21,51,88.0,13,11,6,2,4.0,8,3,26.0,2,9,5,1
2724,57,60,78.0,7,19,7,9,6.0,1,3,27.0,0,7,6,1
1378,31,27,90.0,10,15,1,6,4.0,9,1,27.0,0,10,6,3
2828,26,29,74.0,9,15,3,2,6.0,2,3,27.0,0,9,4,1
424,58,27,92.0,21,16,1,4,4.0,0,3,25.0,0,8,5,1
292,37,32,84.0,22,7,0,10,5.0,5,3,26.0,0,8,5,0
1065,52,33,86.0,2,20,2,10,4.0,2,3,27.0,0,9,5,0
2921,43,36,83.0,15,18,4,8,4.0,6,6,28.0,2,10,3,1
2377,29,59,93.0,10,9,0,1,4.0,6,7,25.0,0,8,5,2
1638,54,29,84.0,23,16,8,8,5.0,2,2,27.0,2,9,5,3
2477,20,35,77.0,23,20,9,4,7.0,2,7,26.0,0,9,6,2
1012,32,30,88.0,21,19,8,2,4.0,5,7,26.0,2,9,3,3
2127,30,49,82.0,14,17,6,7,5.0,4,4,26.0,0,8,5,2
1717,54,50,82.0,18,12,4,1,6.0,3,4,26.0,0,9,4,1
3100,40,20,91.0,4,11,7,10,4.0,10,7,26.0,2,9,4,3
937,12,40,90.0,19,21,5,5,6.0,3,2,25.0,1,9,6,3
834,37,57,86.0,7,10,6,1,4.0,2,5,26.0,1,8,4,1
2797,20,42,89.0,9,14,7,0,5.0,2,5,26.0,2,10,4,2
2938,14,44,87.0,13,16,3,5,6.0,7,7,27.0,1,10,4,3
254,56,45,74.0,21,8,2,1,6.0,6,3,25.0,2,10,5,1
3703,16,20,77.0,14,12,4,1,6.0,10,3,26.0,2,9,6,0
1482,40,43,88.0,14,15,7,1,5.0,2,5,26.0,1,8,3,1
3944,34,18,94.0,15,9,9,2,4.0,2,7,26.0,1,9,4,1
1407,35,45,82.0,4,12,3,9,5.0,8,7,27.0,2,9,6,0
3385,48,45,88.0,19,21,5,7,5.0,9,5,26.0,1,10,3,2
3156,31,43,88.0,6,11,5,8,7.0,8,2,26.0,1,9,5,2
3870,21,56,78.0,19,15,6,3,4.0,6,3,27.0,0,9,6,1
2184,17,18,81.0,7,19,8,1,5.0,5,3,27.0,1,10,6,2
3183,47,18,94.0,11,18,5,5,8.0,9,4,25.0,1,8,4,1
3266,37,23,94.0,16,15,3,4,8.0,9,4,25.0,0,7,5,0
2900,57,56,79.0,21,10,4,5,6.0,5,4,27.0,1,7,4,0
3250,46,34,85.0,9,18,2,6,6.0,5,7,26.0,1,9,3,2
723,41,45,90.0,4,20,0,3,5.0,6,7,26.0,1,10,3,2
2907,47,58,87.0,15,12,2,10,6.0,6,1,26.0,2,8,5,3
969,35,33,87.0,14,10,5,0,5.0,2,5,26.0,0,8,5,1
496,29,51,94.0,20,12,3,2,4.0,6,5,24.0,2,8,5,2
950,20,45,85.0,13,10,6,4,5.0,6,1,26.0,2,7,6,3
805,51,43,82.0,20,14,9,2,7.0,8,6,26.0,1,10,6,2
1829,22,40,73.0,0,12,8,11,7.0,2,4,27.0,1,10,6,0
2177,27,41,75.0,8,20,1,1,8.0,9,2,27.0,2,8,4,3
1739,23,36,90.0,0,16,10,10,4.0,9,5,26.0,2,7,3,0
337,19,54,91.0,9,8,6,11,6.0,2,7,25.0,0,8,3,2
730,36,52,89.0,4,9,1,1,5.0,10,7,26.0,2,8,4,1
608,57,52,88.0,13,10,0,2,4.0,0,6,26.0,2,8,6,0
1148,54,39,90.0,12,7,6,4,3.0,4,2,25.0,0,8,3,2
2243,14,37,87.0,23,7,1,10,6.0,8,5,26.0,2,7,4,0
3298,33,33,91.0,3,19,6,3,3.0,9,2,26.0,0,8,6,0
1713,17,34,83.0,2,8,0,11,5.0,9,7,27.0,1,9,6,3
3340,60,54,86.0,16,12,10,11,5.0,5,1,27.0,0,9,5,0
3963,28,42,91.0,6,9,4,5,4.0,10,6,26.0,1,10,5,2
909,40,59,82.0,6,18,4,7,5.0,8,2,27.0,2,7,3,1
2632,30,59,89.0,1,17,7,1,4.0,5,3,26.0,2,8,5,1
2151,46,29,76.0,8,16,2,1,6.0,7,1,26.0,1,9,4,2
2010,28,36,82.0,22,21,7,1,6.0,4,2,27.0,2,10,6,0
2491,59,49,89.0,18,15,4,8,5.0,4,4,26.0,0,9,6,3
3850,23,32,76.0,11,16,10,1,6.0,7,7,26.0,0,9,3,0
1810,33,46,77.0,17,13,7,2,12.0,2,6,28.0,0,9,5,1
1994,34,39,84.0,15,17,0,2,5.0,2,2,27.0,2,8,5,1
719,34,55,89.0,4,21,0,2,5.0,6,7,26.0,2,8,5,3
2932,19,54,75.0,7,20,2,10,12.0,2,6,29.0,2,8,6,3
2824,12,28,80.0,18,10,10,5,6.0,2,4,27.0,1,9,4,1
1569,15,57,84.0,19,20,4,4,5.0,3,7,27.0,1,9,3,2
2897,17,32,83.0,4,19,1,11,6.0,4,4,26.0,2,7,4,1
2942,40,54,84.0,23,10,8,9,5.0,10,7,27.0,0,8,5,2
2275,37,42,85.0,20,11,6,9,5.0,8,7,26.0,2,7,4,0
434,21,43,91.0,1,15,0,4,3.0,6,4,25.0,1,7,4,3
3373,23,39,87.0,3,11,9,6,5.0,2,7,26.0,2,9,6,1
1299,22,33,87.0,6,16,3,7,4.0,5,4,27.0,2,7,3,0
2174,36,48,73.0,18,20,8,1,7.0,7,4,26.0,1,7,6,1
405,59,30,92.0,16,13,6,2,4.0,6,2,26.0,1,9,4,2
2823,28,35,88.0,3,15,2,2,5.0,7,6,26.0,0,9,6,3
821,33,43,90.0,18,13,1,11,4.0,2,4,26.0,0,10,4,0
2759,49,29,71.0,17,9,10,6,10.0,6,6,28.0,1,10,5,3
1789,16,36,88.0,4,21,3,4,5.0,3,7,26.0,0,8,3,1
3872,49,53,90.0,11,16,10,9,5.0,4,5,26.0,1,7,6,0
3108,47,48,81.0,22,10,8,6,6.0,9,7,28.0,2,8,4,3
3211,22,49,73.0,0,10,9,1,5.0,5,1,28.0,2,7,4,3
2351,46,27,75.0,22,14,4,4,6.0,2,3,27.0,1,10,3,2
2315,41,50,88.0,21,17,6,2,4.0,2,6,26.0,1,7,4,2
1858,57,39,76.0,11,17,7,6,6.0,5,4,26.0,2,10,6,0
1557,20,41,84.0,22,20,9,11,6.0,2,1,25.0,1,9,3,3
545,51,40,88.0,0,16,1,10,5.0,3,6,26.0,0,10,6,2
212,35,42,90.0,21,11,2,4,5.0,4,4,25.0,1,8,6,1
896,32,48,87.0,7,17,4,11,4.0,10,3,25.0,1,9,4,3
3540,58,48,89.0,14,11,10,1,5.0,0,4,26.0,2,9,3,3
3270,60,51,73.0,9,20,7,9,5.0,8,1,28.0,2,7,5,1
1941,34,41,76.0,7,7,6,3,5.0,0,5,28.0,2,7,4,0
1891,34,54,78.0,22,7,6,7,6.0,2,7,26.0,0,8,4,3
916,25,49,94.0,14,7,3,0,3.0,7,4,24.0,0,7,4,1
2723,23,51,85.0,23,9,1,1,4.0,3,5,26.0,2,8,6,0
1289,12,55,89.0,13,21,9,6,5.0,9,6,27.0,1,7,3,3
814,22,33,84.0,8,9,6,7,7.0,2,2,26.0,2,10,3,0
1265,53,21,87.0,9,12,7,7,5.0,8,1,26.0,1,7,6,1
342,34,36,91.0,10,11,2,2,4.0,0,7,25.0,0,7,3,2
2597,17,40,83.0,12,10,1,1,10.0,7,2,27.0,2,10,4,2
1410,26,29,91.0,2,9,3,3,4.0,2,1,26.0,2,9,5,0
1214,13,31,76.0,8,15,6,7,5.0,6,2,26.0,0,10,4,1
966,32,35,92.0,21,9,5,4,4.0,2,3,25.0,2,7,6,1
1230,30,23,90.0,10,15,9,6,4.0,2,4,26.0,2,7,6,1
2343,24,27,85.0,18,17,0,7,5.0,7,1,27.0,0,10,3,1
695,28,45,89.0,4,15,0,1,5.0,3,7,26.0,1,8,5,1
3500,32,18,91.0,9,13,10,3,3.0,8,5,26.0,1,9,4,0
2121,21,46,91.0,5,9,6,8,4.0,4,1,25.0,0,7,3,2
605,34,37,88.0,12,15,0,2,5.0,7,6,26.0,1,8,5,0
104,30,40,71.0,15,7,1,2,6.0,9,4,28.0,2,10,6,0
645,41,46,88.0,22,20,3,6,4.0,6,6,26.0,2,8,5,2
1404,36,22,72.0,19,12,2,0,5.0,2,6,28.0,1,9,5,3
494,44,32,94.0,20,13,4,0,5.0,4,5,25.0,2,10,3,3
3088,54,47,69.0,17,9,4,11,5.0,0,5,29.0,0,9,5,0
2487,51,31,89.0,1,20,2,2,5.0,2,1,25.0,0,9,3,0
1019,56,38,76.0,20,19,10,2,5.0,2,3,28.0,0,8,6,0
91,46,35,74.0,21,14,6,2,9.0,6,3,27.0,0,7,3,2
1112,12,31,84.0,2,21,5,1,7.0,1,2,26.0,2,8,4,3
3726,25,32,85.0,5,7,2,2,5.0,9,1,26.0,0,9,4,0
908,58,36,69.0,23,20,6,9,6.0,9,3,28.0,0,7,6,1
1474,55,36,80.0,9,19,6,1,6.0,2,3,26.0,0,10,6,1
1741,16,45,87.0,22,20,5,3,7.0,3,1,26.0,2,10,6,1
2150,11,44,91.0,20,8,0,2,4.0,8,4,26.0,1,9,5,2
238,19,28,73.0,17,11,2,5,7.0,2,3,26.0,0,8,4,2
3670,28,59,90.0,21,9,8,8,5.0,10,5,26.0,0,8,4,2
942,21,38,66.0,17,20,5,7,7.0,2,4,28.0,2,9,6,3
1270,15,23,93.0,21,19,3,2,4.0,0,7,25.0,2,10,6,1
938,54,47,90.0,7,8,4,11,4.0,8,4,26.0,1,10,3,1
1424,15,34,88.0,8,16,7,6,4.0,3,4,25.0,0,10,5,2
3229,55,38,87.0,7,14,9,9,5.0,2,5,26.0,1,7,4,3
3551,59,21,89.0,15,12,9,1,4.0,7,4,26.0,1,7,6,1
1862,22,37,78.0,4,21,3,8,6.0,0,2,27.0,1,10,4,3
1669,14,20,90.0,2,8,8,11,5.0,5,5,26.0,1,7,3,0
5,35,50,83.0,23,16,3,11,5.0,8,1,26.0,2,8,4,1
247,50,54,73.0,19,9,1,6,6.0,2,3,25.0,2,7,3,1
3013,33,28,82.0,21,10,9,5,5.0,6,7,27.0,1,8,4,3
18,48,55,77.0,11,16,1,7,7.0,3,2,27.0,2,7,6,0
3478,45,53,89.0,23,20,10,1,3.0,4,1,25.0,0,10,3,3
2169,50,54,82.0,11,8,1,0,5.0,2,7,27.0,0,10,6,1
1970,21,35,84.0,4,16,6,10,5.0,9,7,26.0,1,10,6,0
2709,48,42,87.0,0,13,4,1,7.0,2,5,26.0,2,7,6,2
2232,49,46,88.0,22,19,8,1,4.0,2,4,25.0,0,10,4,3
2322,15,20,89.0,18,12,7,1,5.0,1,7,26.0,1,8,5,3
2481,42,50,76.0,7,11,9,11,10.0,5,1,27.0,2,8,3,1
811,48,23,87.0,21,12,7,9,5.0,5,4,27.0,1,7,6,0
1300,38,22,79.0,5,13,6,8,6.0,6,2,27.0,2,10,3,3
1335,56,34,90.0,10,13,6,10,4.0,9,1,27.0,2,9,5,2
3851,37,33,85.0,20,17,1,9,4.0,4,5,26.0,2,9,6,0
260,39,46,72.0,23,17,6,2,7.0,4,3,26.0,2,7,6,2
1804,17,42,77.0,3,12,4,6,12.0,7,1,27.0,0,10,3,1
1570,45,49,89.0,6,14,9,5,6.0,0,1,26.0,0,7,3,2
2229,42,29,85.0,19,7,6,8,5.0,9,1,27.0,1,10,4,0
184,18,49,85.0,18,10,1,11,6.0,6,6,27.0,1,7,3,2
2454,22,34,74.0,3,9,9,0,6.0,7,3,27.0,1,10,3,2
1743,18,42,90.0,3,17,1,4,5.0,1,5,26.0,0,7,3,0
2913,54,49,89.0,8,7,10,1,4.0,8,1,26.0,2,7,4,1
1630,39,35,89.0,14,7,5,2,5.0,5,7,26.0,2,10,6,2
1716,33,29,72.0,3,20,5,1,5.0,3,6,28.0,1,10,4,1
520,26,52,94.0,22,21,0,3,4.0,0,5,25.0,0,7,5,2
3051,49,26,66.0,12,18,6,0,14.0,10,7,29.0,2,7,6,0
2428,22,54,83.0,8,20,5,8,6.0,2,2,27.0,1,8,5,0
2016,24,58,77.0,7,15,7,1,8.0,9,6,28.0,2,8,3,3
3482,46,32,81.0,1,12,7,2,7.0,2,6,26.0,1,9,5,0
1658,54,51,93.0,17,13,8,5,4.0,9,7,26.0,1,7,5,1
3441,60,58,90.0,9,11,10,2,3.0,6,2,25.0,1,8,6,3
3472,52,30,80.0,12,12,2,7,8.0,9,6,28.0,2,7,5,2
1612,54,38,86.0,7,21,4,5,7.0,1,3,27.0,2,10,4,0
2475,21,53,90.0,7,21,6,1,5.0,4,6,26.0,0,9,5,0
2126,21,22,86.0,20,15,4,0,4.0,9,7,28.0,0,9,4,1
3645,48,21,87.0,5,21,2,6,5.0,2,6,25.0,0,7,5,3
3057,44,51,84.0,18,19,7,1,5.0,2,2,27.0,2,10,3,1
3959,13,57,85.0,0,17,3,1,4.0,0,7,27.0,2,9,6,3
607,48,44,88.0,12,21,3,2,4.0,5,6,26.0,0,7,3,3
230,60,32,74.0,14,14,6,4,6.0,3,3,25.0,2,8,6,0
3140,32,49,73.0,7,16,5,10,5.0,2,5,29.0,1,7,4,0
331,43,50,91.0,8,11,6,6,4.0,6,7,25.0,2,7,3,0
3105,31,35,85.0,0,21,10,1,6.0,6,7,27.0,2,10,4,3
1440,59,38,94.0,22,14,3,1,5.0,10,7,26.0,0,8,6,1
3562,53,30,88.0,13,8,1,11,4.0,4,6,27.0,2,7,5,0
3633,37,43,91.0,19,10,4,11,4.0,8,4,26.0,0,7,3,2
1927,25,59,88.0,10,17,2,6,4.0,8,3,26.0,1,9,6,0
1091,27,57,82.0,11,7,10,2,5.0,4,4,26.0,2,10,3,2
3608,13,44,85.0,18,7,1,6,4.0,10,1,26.0,1,7,6,0
1101,16,50,87.0,7,11,3,8,7.0,2,3,26.0,2,8,3,0
1129,48,42,83.0,21,11,6,1,5.0,7,6,26.0,1,7,6,3
3283,42,32,76.0,14,11,8,0,6.0,2,1,27.0,2,8,3,2
461,32,36,94.0,9,15,0,9,4.0,0,5,25.0,0,10,5,2
958,15,45,86.0,2,13,6,3,5.0,4,4,26.0,2,8,3,1
1662,38,45,82.0,14,10,5,4,5.0,8,4,26.0,2,8,5,1
559,29,37,87.0,4,10,9,2,5.0,0,6,26.0,1,7,6,1
2894,23,35,85.0,23,10,10,1,7.0,8,4,27.0,0,9,5,3
2738,56,45,88.0,3,19,0,6,5.0,1,5,26.0,2,7,5,1
3738,30,50,85.0,20,10,10,8,6.0,5,1,26.0,1,10,4,3
1519,56,44,90.0,3,21,7,9,5.0,4,4,26.0,1,7,3,3
2140,26,23,87.0,17,13,4,3,5.0,5,1,26.0,0,9,3,1
3849,20,54,74.0,0,21,4,1,10.0,2,2,27.0,2,8,4,3
2032,58,45,94.0,17,9,9,7,4.0,9,7,25.0,1,7,3,2
2484,45,54,89.0,13,10,1,11,5.0,2,5,26.0,1,7,6,1
2538,56,53,85.0,18,8,8,1,6.0,4,4,26.0,2,9,6,2
3985,28,44,78.0,10,10,5,5,6.0,7,4,27.0,2,7,4,0
2097,36,58,78.0,23,15,3,10,6.0,10,3,26.0,2,10,4,0
3677,24,24,87.0,10,11,10,9,6.0,5,7,25.0,2,8,6,1
3435,22,57,69.0,5,17,9,1,10.0,8,6,28.0,0,8,6,1
3780,43,52,78.0,7,15,5,3,5.0,10,3,28.0,0,10,5,2
69,53,54,75.0,7,14,6,4,8.0,1,3,27.0,1,7,3,1
1572,19,24,78.0,11,21,10,2,4.0,4,3,27.0,0,9,4,3
808,15,52,94.0,10,10,6,2,5.0,9,7,26.0,1,9,4,1
